Name,Sex,Equipment,Age,AgeClass,Division,BodyweightKg,WeightClassKg,Best3SquatKg,Best3BenchKg,Best3DeadliftKg,TotalKg,Place,Wilks,IPFPoints,Tested,Country,Federation,Date,MeetCountry,MeetName
Steven Lambert,M,Raw,57,55-59,M-M4,109.2,110,217.5,137.5,270,625,4,368.64,524.11,Yes,UK,WDFPF,05/05/2018,England,European Powerlifting Championships
Stephen Block,M,Raw,53,50-54,M-M3,105,110,180,115,250,545,5,325.67,457.19,Yes,UK,WDFPF,05/05/2018,England,European Powerlifting Championships
Ronald Burden,M,Raw,71,70-74,M-M7,104,110,160,137.5,220,517.5,6,310.29,432.46,Yes,UK,WDFPF,05/05/2018,England,European Powerlifting Championships
John West,M,Raw,76,75-79,M-M8,107.2,110,145,125,220,490,7,290.74,397.23,Yes,Ireland,WDFPF,05/05/2018,England,European Powerlifting Championships
Rhys Charlesworth,M,Raw,28,24-34,M-O,120,125,225,190,242.5,657.5,2,378.01,525.96,Yes,UK,WDFPF,05/05/2018,England,European Powerlifting Championships
Trevor Walker #1,M,Raw,71,70-74,M-M7,117,125,135,97.5,190,422.5,3,244.4,312.7,Yes,UK,WDFPF,05/05/2018,England,European Powerlifting Championships
Serena Pierce,F,Raw,18,18-19,F-T3,47.9,50.5,65.5,37.5,85,188,1,249.37,354.19,Yes,Ireland,WDFPF,03/11/2017,USA,World Powerlifting Championships
Fiona MacDonald,F,Raw,56,55-59,F-M4,51.9,53,70,45,110,225,1,280.91,416.8,Yes,UK,WDFPF,03/11/2017,USA,World Powerlifting Championships
Aillicia James,F,Raw,31,24-34,F-O,55.3,55.5,120,65,155,340,1,404.01,627.36,Yes,UK,WDFPF,03/11/2017,USA,World Powerlifting Championships
Amber Hannant,F,Raw,23,20-23,F-JR,57.7,58.5,122.5,80,137.5,340,1,390.78,613.85,Yes,UK,WDFPF,03/11/2017,USA,World Powerlifting Championships
Karen Dalziel,F,Raw,38,35-39,F-O,59.7,63,107.5,70,152.5,330,1,369.35,585.14,Yes,UK,WDFPF,03/11/2017,USA,World Powerlifting Championships
Aishlen Taylor,F,Raw,29,24-34,F-O,62.4,63,110,62.5,142.5,315,2,340.76,546.07,Yes,UK,WDFPF,03/11/2017,USA,World Powerlifting Championships
Rebecca Jones,F,Raw,24,24-34,F-O,67.9,70,150,77.5,182.5,410,1,416.69,687.38,Yes,UK,WDFPF,03/11/2017,USA,World Powerlifting Championships
Jasmine Isoyama,F,Raw,24,24-34,F-O,68.6,70,130,72.5,167.5,370,2,373.31,616.46,Yes,UK,WDFPF,03/11/2017,USA,World Powerlifting Championships
Mollie Wagstaff,F,Raw,28,24-34,F-O,63.3,70,125,67.5,147.5,340,3,363.84,586.83,Yes,UK,WDFPF,03/11/2017,USA,World Powerlifting Championships
Katrin Dreyer Gibney,F,Raw,56,55-59,F-M4,66.9,70,95,45,136.5,276.5,1,284.02,463.16,Yes,Ireland,WDFPF,03/11/2017,USA,World Powerlifting Championships
Elizabeth Dingley,F,Raw,56,55-59,F-M4,66.5,70,82.5,57.5,130,270,2,278.55,453.13,Yes,UK,WDFPF,03/11/2017,USA,World Powerlifting Championships
Natalie Marsh,F,Raw,22,20-23,F-JR,77.4,80,147.5,95,175,417.5,1,389.34,659.96,Yes,UK,WDFPF,03/11/2017,USA,World Powerlifting Championships
Kimberley Brown,F,Raw,21,20-23,F-JR,77.6,80,120,65,145,330,2,307.27,521.23,Yes,UK,WDFPF,03/11/2017,USA,World Powerlifting Championships
Bernadette Cuninghame,F,Raw,38,35-39,F-O,87.4,90,145,107.5,185,437.5,1,382.85,657.12,Yes,UK,WDFPF,03/11/2017,USA,World Powerlifting Championships
Ruth Gardner,F,Raw,43,40-44,F-M1,106.3,90+,127.5,67.5,155,350,1,286.75,492.03,Yes,UK,WDFPF,03/11/2017,USA,World Powerlifting Championships
Faaris Sheikh,M,Raw,21,20-23,M-JR,58.4,60,170,97.5,210,477.5,1,417.56,603.36,Yes,UK,WDFPF,03/11/2017,USA,World Powerlifting Championships
Ben Poole,M,Raw,30,24-34,M-O,67.1,67.5,195,120,217.5,532.5,1,412.53,608.86,Yes,UK,WDFPF,03/11/2017,USA,World Powerlifting Championships
David Probert,M,Raw,41,40-44,M-M1,66.3,67.5,145,95,190,430,1,336.38,480,Yes,UK,WDFPF,03/11/2017,USA,World Powerlifting Championships
Robert McDonnell,M,Raw,22,20-23,M-JR,67.2,67.5,155,,,,DQ,,,Yes,UK,WDFPF,03/11/2017,USA,World Powerlifting Championships
Callum Barney,M,Raw,24,24-34,M-O,73.2,75,210,147.5,262.5,620,1,449.45,676.96,Yes,UK,WDFPF,03/11/2017,USA,World Powerlifting Championships
Scott Edmed,M,Raw,28,24-34,M-O,73.7,75,185,142.5,240,567.5,2,409.39,609.37,Yes,UK,WDFPF,03/11/2017,USA,World Powerlifting Championships
Joshua Simpson,M,Raw,23,20-23,M-JR,70.6,75,142.5,97.5,200,440,2,327.6,468.86,Yes,UK,WDFPF,03/11/2017,USA,World Powerlifting Championships
Zachary Aistorphe,M,Raw,16,16-17,M-T2,70,75,140,97.5,177.5,415,1,311,440.39,Yes,UK,WDFPF,03/11/2017,USA,World Powerlifting Championships
Ashley Copping,M,Raw,26,24-34,M-O,74.2,75,145,102.5,175,422.5,4,303.33,429.73,Yes,UK,WDFPF,03/11/2017,USA,World Powerlifting Championships
David Heath,M,Raw,38,35-39,M-O,81.5,82.5,230,140,255,625,2,421.79,632.78,Yes,UK,WDFPF,03/11/2017,USA,World Powerlifting Championships
Harrison Aylward,M,Raw,24,24-34,M-O,80.6,82.5,192.5,140,215,547.5,4,372.03,548.09,Yes,UK,WDFPF,03/11/2017,USA,World Powerlifting Championships
Sean Smithson,M,Raw,40,40-44,M-M1,89,90,220,140,270,630,1,404.51,601.65,Yes,UK,WDFPF,03/11/2017,USA,World Powerlifting Championships
Nathan Harvey,M,Raw,36,35-39,M-O,99.3,100,255,160,320,735,3,448.58,668.3,Yes,UK,WDFPF,03/11/2017,USA,World Powerlifting Championships
Liam Curran,M,Raw,31,24-34,M-O,105.7,110,242.5,175,302.5,720,1,429.25,628.67,Yes,UK,WDFPF,03/11/2017,USA,World Powerlifting Championships
James Benson,M,Raw,24,24-34,M-O,107.7,110,240,190,272.5,702.5,4,416.19,604.53,Yes,UK,WDFPF,03/11/2017,USA,World Powerlifting Championships
Michael Goodwin,M,Raw,29,24-34,M-O,102.4,110,240,170,277.5,687.5,5,414.58,608.04,Yes,UK,WDFPF,03/11/2017,USA,World Powerlifting Championships
Zac Murray,M,Raw,18,18-19,M-T3,117.4,125,192.5,100,197.5,490,2,283.2,375.39,Yes,UK,WDFPF,03/11/2017,USA,World Powerlifting Championships
Charlie McGonigle,M,Raw,18,18-19,M-T3,164.9,145+,240,130,272.5,642.5,1,350.63,431.15,Yes,UK,WDFPF,03/11/2017,USA,World Powerlifting Championships
Karen Guthrie,F,Raw,27,24-34,F-O,43.3,44,75.5,42.5,115.5,233.5,1,332.28,476.82,Yes,Ireland,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Janine Urquhart,F,Raw,33,24-34,F-O,46.1,47.5,97.5,50,120,267.5,2,364.77,535.5,Yes,Ireland,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Hayley Rutherford,F,Raw,20,20-23,F-O,48.9,50.5,80,37.5,102.5,220,2,287.39,418.36,Yes,UK,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Hayley Rutherford,F,Raw,20,20-23,F-JR,48.9,50.5,80,37.5,102.5,220,1,287.39,418.36,Yes,UK,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Angela Holohan,F,Raw,42,40-44,F-M1,51.1,53,85,47.5,146,278.5,1,351.89,529.08,Yes,Ireland,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Frances Arthur,F,Raw,40,40-44,F-M1,50.8,53,85,47.5,127.5,260,2,330,492.78,Yes,Ireland,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Angela Holohan,F,Raw,42,40-44,F-O,51.1,53,85,47.5,146,278.5,2,351.89,529.08,Yes,Ireland,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Frances Arthur,F,Raw,40,40-44,F-O,50.8,53,85,47.5,127.5,260,3,330,492.78,Yes,Ireland,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Abigail Liddicoat,F,Raw,23,20-23,F-JR,53.9,55.5,90,47.5,137.5,275,1,333.4,508,Yes,UK,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Abigail Liddicoat,F,Raw,23,20-23,F-O,53.9,55.5,90,47.5,137.5,275,2,333.4,508,Yes,UK,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Kirsty Bell,F,Raw,27,24-34,F-O,55.5,55.5,92.5,52.5,112.5,257.5,4,305.11,467.02,Yes,UK,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Helen Catherine Walter,F,Raw,70,70-74,F-O,57.1,58.5,95,35,100,230,2,266.52,408.83,Yes,UK,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Helen Catherine Walter,F,Raw,70,70-74,F-M7,57.1,58.5,95,35,100,230,1,266.52,408.83,Yes,UK,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Habee Folami,F,Raw,26,24-34,F-O,59.4,63,137.5,65,182.5,385,1,432.59,688.1,Yes,UK,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Aviva Walsh,F,Raw,32,24-34,F-O,62.1,63,110,65,155,330,3,358.3,574.21,Yes,Ireland,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Karen Dalziel,F,Raw,37,35-39,F-O,59.3,63,105,67.5,152.5,325,4,365.65,577.82,Yes,UK,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Aeilish McGovern,F,Raw,37,35-39,F-O,60.6,63,110,57.5,147.5,315,5,348.5,553.59,Yes,Ireland,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Natasha Maloney,F,Raw,30,24-34,F-O,60.5,63,117.5,60,135,312.5,6,346.17,549.46,Yes,Ireland,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Francesca Rickwood,F,Raw,19,18-19,F-O,61,63,116,60,132.5,308.5,7,339.58,540.08,Yes,UK,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Francesca Rickwood,F,Raw,19,18-19,F-T3,61,63,116,60,132.5,308.5,1,339.58,540.08,Yes,UK,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Joanna Montagu,F,Raw,44,40-44,F-O,62.5,63,92.5,50,127.5,270,9,291.73,465.21,Yes,UK,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Jessica Corcoran,F,Raw,22,20-23,F-O,59.5,63,90,40,125,255,11,286.15,447.81,Yes,Ireland,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Eleanor Mawson,F,Raw,19,18-19,F-O,68.1,70,101,57.5,150,308.5,1,312.88,514.1,Yes,UK,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Joanna Montagu,F,Raw,44,40-44,F-M1,62.5,63,92.5,50,127.5,270,1,291.73,465.21,Yes,UK,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Jessica Corcoran,F,Raw,22,20-23,F-JR,59.5,63,90,40,125,255,1,286.15,447.81,Yes,Ireland,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Eleanor Mawson,F,Raw,19,18-19,F-T3,68.1,70,101,57.5,150,308.5,1,312.88,514.1,Yes,UK,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Amy Atkinson,F,Raw,29,24-34,F-O,66.9,70,150,92.5,165,407.5,1,418.59,687.92,Yes,UK,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Joanne Stanger,F,Raw,32,24-34,F-O,68.9,70,130,75,181,386,2,388.26,642.23,Yes,UK,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Beauty Gandiwa,F,Raw,41,40-44,F-O,66.6,70,135,75,170,380,3,391.61,642.08,Yes,UK,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Beauty Gandiwa,F,Raw,41,40-44,F-M1,66.6,70,135,75,170,380,1,391.61,642.08,Yes,UK,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Danielle O'Sullivan,F,Raw,35,35-39,F-O,65.9,70,130,60,160,350,4,363.48,593.33,Yes,Ireland,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Rebecca Watson,F,Raw,21,20-23,F-O,68.8,70,107.5,55,145,307.5,7,309.62,510.16,Yes,Ireland,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Amelia Allen,F,Raw,46,45-49,F-O,68.3,70,105,65,135,305,8,308.69,507.52,Yes,UK,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Rebecca Watson,F,Raw,21,20-23,F-JR,68.8,70,107.5,55,145,307.5,1,309.62,510.16,Yes,Ireland,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Amelia Allen,F,Raw,46,45-49,F-M2,68.3,70,105,65,135,305,1,308.69,507.52,Yes,UK,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Gabrielle Coia,F,Raw,50,50-54,F-O,67.6,70,100,60,120,280,2,285.47,467.13,Yes,UK,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Mary Anderson,F,Raw,49,45-49,F-O,77.4,80,142.5,88,185.5,416,1,387.94,657.59,Yes,UK,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Gabrielle Coia,F,Raw,50,50-54,F-M3,67.6,70,100,60,120,280,2,285.47,467.13,Yes,UK,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Mary Anderson,F,Raw,49,45-49,F-M2,77.4,80,142.5,88,185.5,416,1,387.94,657.59,Yes,UK,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Siobhan Jacob,F,Raw,41,40-44,F-O,72.5,80,112.5,57.5,145,315,3,306.05,511.41,Yes,Ireland,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Katrin Dreyer Gibney,F,Raw,55,55-59,F-O,71.2,80,100,42.5,130,272.5,5,267.97,444.95,Yes,Ireland,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Siobhan Jacob,F,Raw,41,40-44,F-M1,72.5,80,112.5,57.5,145,315,1,306.05,511.41,Yes,Ireland,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Katrin Dreyer Gibney,F,Raw,55,55-59,F-M4,71.2,80,100,42.5,130,272.5,2,267.97,444.95,Yes,Ireland,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Bernadette Cuninghame,F,Raw,37,35-39,F-O,86.9,90,150,105,175,430,1,377.27,647.51,Yes,UK,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Kathryn O Neill,F,Raw,25,24-34,F-O,86.8,90,145,70,190,405,2,355.53,610.65,Yes,Ireland,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Aoibheann Boyle,F,Raw,20,20-23,F-O,86.6,90,140,62.5,150,352.5,3,309.77,533.08,Yes,Ireland,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Aoibheann Boyle,F,Raw,20,20-23,F-JR,86.6,90,140,62.5,150,352.5,1,309.77,533.08,Yes,Ireland,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Sharon Conroy,F,Raw,31,24-34,F-O,119.7,90+,180.5,85,165,430.5,1,344.41,576.2,Yes,Ireland,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Polly Thompson,F,Raw,43,40-44,F-O,101.6,90+,161,62.5,192.5,416,2,344.79,590.41,Yes,UK,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Polly Thompson,F,Raw,43,40-44,F-M1,101.6,90+,161,62.5,192.5,416,1,344.79,590.41,Yes,UK,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Leigh Samson,F,Raw,39,35-39,F-O,101.8,90+,130,75,160,365,3,302.36,519.91,Yes,UK,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Aoibheann Boyle,F,Raw,20,20-23,F-O,86.6,90,140,62.5,150,352.5,3,309.77,533.08,Yes,Ireland,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Aoibheann Boyle,F,Raw,20,20-23,F-JR,86.6,90,140,62.5,150,352.5,1,309.77,533.08,Yes,Ireland,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Sharon Conroy,F,Raw,31,24-34,F-O,119.7,90+,180.5,85,165,430.5,1,344.41,576.2,Yes,Ireland,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Polly Thompson,F,Raw,43,40-44,F-O,101.6,90+,161,62.5,192.5,416,2,344.79,590.41,Yes,UK,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Polly Thompson,F,Raw,43,40-44,F-M1,101.6,90+,161,62.5,192.5,416,1,344.79,590.41,Yes,UK,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Leigh Samson,F,Raw,39,35-39,F-O,101.8,90+,130,75,160,365,3,302.36,519.91,Yes,UK,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Joseph Bailey,M,Raw,22,20-23,M-O,54.8,56,117.5,70,167.5,355,2,330.16,452.95,Yes,UK,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Joseph Bailey,M,Raw,22,20-23,M-JR,54.8,56,117.5,70,167.5,355,1,330.16,452.95,Yes,UK,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Craig Spicer,M,Raw,32,24-34,M-O,54.9,56,125,72.5,155,352.5,3,327.24,448.38,Yes,UK,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Darren Moloney,M,Raw,20,20-23,M-JR,66.6,67.5,,,,,DQ,,,Yes,Ireland,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Callum Barney,M,Raw,23,20-23,M-O,73.8,75,200,132.5,252.5,585,1,421.61,630.15,Yes,UK,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Martin Reidy,M,Raw,23,20-23,M-O,72.4,75,175,117.5,275,567.5,2,414.69,617.49,Yes,Ireland,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Callum Barney,M,Raw,23,20-23,M-JR,73.8,75,200,132.5,252.5,585,1,421.61,630.15,Yes,UK,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Martin Reidy,M,Raw,23,20-23,M-JR,72.4,75,175,117.5,275,567.5,2,414.69,617.49,Yes,Ireland,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Daniel Richardson,M,Raw,34,24-34,M-O,75,75,202.5,132.5,240,575,2,409.72,610.64,Yes,UK,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Thomas McCormack,M,Raw,32,24-34,M-O,74.6,75,180,132.5,240,552.5,3,395.16,585.73,Yes,Ireland,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Ben Chambers,M,Raw,22,20-23,M-O,75,75,177.5,110,212.5,500,9,356.28,519.92,Yes,UK,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Matthew Longden,M,Raw,23,20-23,M-O,73.9,75,175,100,205,480,10,345.6,501.3,Yes,UK,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Ben Chambers,M,Raw,22,20-23,M-JR,75,75,177.5,110,212.5,500,3,356.28,519.92,Yes,UK,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Matthew Longden,M,Raw,23,20-23,M-JR,73.9,75,175,100,205,480,4,345.6,501.3,Yes,UK,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Tom Hamilton,M,Raw,26,24-34,M-O,82.4,82.5,242.5,152.5,270,665,1,445.81,673.62,Yes,UK,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Lewis Brian,M,Raw,29,24-34,M-O,80.9,82.5,227.5,152.5,252.5,632.5,2,428.8,644.68,Yes,UK,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Paul Black,M,Raw,17,16-17,M-O,81.5,82.5,140,70,200,410,14,276.7,385.93,Yes,Ireland,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Paul Black,M,Raw,17,16-17,M-T2,81.5,82.5,140,70,200,410,1,276.7,385.93,Yes,Ireland,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Mark Jackson,M,Raw,26,24-34,M-O,88.6,90,240,150,270,660,2,424.77,636.22,Yes,UK,WDFPF,04/11/2016,Italy,World Powerlifting Championships
William Young,M,Raw,24,24-34,M-O,89.2,90,200,120,260,580,6,371.97,546.36,Yes,UK,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Joe Fletcher,M,Raw,19,18-19,M-O,85.5,90,165,105,185,455,9,298.55,422.77,Yes,UK,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Joe Fletcher,M,Raw,19,18-19,M-T3,85.5,90,165,105,185,455,1,298.55,422.77,Yes,UK,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Austin Hickey,M,Raw,36,35-39,M-O,100,100,250,185,270,705,3,429.06,634.81,Yes,Ireland,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Oliver Clarke,M,Raw,15,13-15,M-O,98.5,100,202.5,137.5,210,550,8,336.79,481.26,Yes,UK,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Anthony O'Halloran,M,Raw,51,50-54,M-O,99.5,100,185,125,225,535,9,326.25,462.81,Yes,Ireland,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Oliver Clarke,M,Raw,15,13-15,M-T1,98.5,100,202.5,137.5,210,550,1,336.79,481.26,Yes,UK,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Anthony O'Halloran,M,Raw,51,50-54,M-M3,99.5,100,185,125,225,535,2,326.25,462.81,Yes,Ireland,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Liam Curran,M,Raw,30,24-34,M-O,98.8,100,230,,,,DQ,,,Yes,UK,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Alistair Murdoch,M,Raw,49,45-49,M-O,109.9,110,200,210,250,660,4,388.51,556.08,Yes,UK,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Alistair Murdoch,M,Raw,49,45-49,M-M2,109.9,110,200,210,250,660,1,388.51,556.08,Yes,UK,WDFPF,04/11/2016,Italy,World Powerlifting Championships
James Collins,M,Raw,46,45-49,M-O,109.7,110,175,140,207.5,522.5,8,307.75,423.08,Yes,Ireland,WDFPF,04/11/2016,Italy,World Powerlifting Championships
James Collins,M,Raw,46,45-49,M-M2,109.7,110,175,140,207.5,522.5,2,307.75,423.08,Yes,Ireland,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Tomas Cuddihy,M,Raw,46,45-49,M-O,110.7,125,210,115,220,545,7,320.11,442.47,Yes,Ireland,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Tomas Cuddihy,M,Raw,46,45-49,M-M2,110.7,125,210,115,220,545,1,320.11,442.47,Yes,Ireland,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Max Singer,M,Raw,26,24-34,M-O,142.2,145,255,180,290,725,2,404.2,536.6,Yes,UK,WDFPF,04/11/2016,Italy,World Powerlifting Championships
Gary Costello,M,Raw,58.5,55-59,Open,107.35,120,190,145,200,535,10,317.29,441.1,Yes,UK,DSF,17/11/2017,Denmark,TSK Cup Klassisk
Daniel Russell,M,Raw,22,20-23,Juniors,82.7,85,190,125,220,535,1,357.88,524.02,Yes,UK,WP-NZ,19/01/2019,New Zealand,Pukekohe Meet
David Barnes,M,Raw,,,pure,122.29,125,220,142.5,245,607.5,1,347.78,474.32,Yes,UK,NASA,07/03/2015,USA,Indiana State
Jonathan Campbell,M,Raw,,,hs,72.48,75,107.5,77.5,160,345,1,251.9,341.81,Yes,Ireland,NASA,28/01/2007,USA,Natural National Championships
Jan Hitchcock,M,Raw,50,50-54,M_MR_3_AWPC,95.9,100,210,172.5,210,592.5,1,367,534.05,Yes,UK,WPC,08/09/2017,USA,Worlds
Josh Ingram,M,Raw,24,24-34,M_OR_AWPC,81.8,82.5,210,145,255,610,2,410.75,613.99,Yes,UK,WPC,08/09/2017,USA,Worlds
Michael Coleman,M,Raw,40,40-44,M_MR_1_AAPF,75,75,142.5,117.5,180,440,1,313.53,447.35,Yes,Ireland,APF,16/03/2019,USA,Snake River Championships
Alex Tuddenham,M,Raw,22.5,20-23,M_J_R_ABPU,122.1,125,210,135,260,605,1,346.47,472.44,Yes,UK,WPC,04/02/2017,England,Alan Collins Cup
Andrew Moyler,M,Raw,55,55-59,M_M4_R_ABPU,97,100,192.5,120,235,547.5,1,337.44,483.46,Yes,UK,WPC,04/02/2017,England,Alan Collins Cup
Douglas Lisle,M,Raw,36,35-39,M_O_R_ABPU,80.7,82.5,165,120,225,510,1,346.28,504.29,Yes,UK,WPC,04/02/2017,England,Alan Collins Cup
Frankie Kemp,M,Raw,23.5,24-34,M_J_R_ABPU,139.8,140,245,180,257.5,682.5,1,381.47,504.76,Yes,UK,WPC,04/02/2017,England,Alan Collins Cup
Frazer Marriot,M,Raw,,,M_O_R_ABPU,88.1,90,190,140,230,560,2,361.49,529,Yes,UK,WPC,04/02/2017,England,Alan Collins Cup
Hannah Venn-Munns,F,Raw,29,24-34,F_O_R_ABPU,74.9,75,92.5,65,125,282.5,1,268.78,452.39,Yes,UK,WPC,04/02/2017,England,Alan Collins Cup
Liam Salmon,M,Raw,30.5,24-34,M_O_R_ABPU,89.4,90,210,145,260,615,1,393.96,583.57,Yes,UK,WPC,04/02/2017,England,Alan Collins Cup
Phillip Bassett,M,Raw,,,M_M5_R_ABPU,80.8,82.5,90,50,152.5,292.5,1,198.45,252.8,Yes,UK,WPC,04/02/2017,England,Alan Collins Cup
Richard Kemp,M,Raw,,,M_M4_R_ABPU,89.2,90,165,100,220,485,1,311.04,442.99,Yes,UK,WPC,04/02/2017,England,Alan Collins Cup
Sam Picknett,M,Raw,18,18-19,M_T2_R_ABPU,109.5,110,135,80,155,370,1,218.05,275.23,Yes,UK,WPC,04/02/2017,England,Alan Collins Cup
Alan Motyer-Lowndes,M,Raw,48,45-49,M-M2,81.3,82.5,145,80,170,395,1,266.97,369.39,Yes,England,WPC,03/07/2017,Finland,European Championships
Learna Lee,F,Raw,31,24-34,F-O,89,90,135,87.5,160,382.5,2,332.07,571.63,Yes,UK,WPC,03/07/2017,Finland,European Championships
Valerie Tinker,F,Raw,57,55-59,F-M4,73.3,75,45,50,120,215,1,207.4,346.34,Yes,England,WPC,03/07/2017,Finland,European Championships
Brian Coombes,M,Raw,36.5,35-39,Open,118,120,180,170,270,620,10,357.88,495.95,Yes,N.Ireland,CommonwealthPF,06/12/2013,New Zealand,Commonwealth Mens Raw Powerlifting Championships
Allen Ottolangui,M,Raw,53,50-54,Masters 2,74,74,165,100,190,455,2,327.29,470.28,Yes,England,CommonwealthPF,06/12/2013,New Zealand,Commonwealth Mens Raw Powerlifting Championships
John O'Riordan,M,Raw,53.5,50-54,Masters 2,81.1,83,160,145,230,535,1,362.15,531.3,Yes,England,CommonwealthPF,06/12/2013,New Zealand,Commonwealth Mens Raw Powerlifting Championships
Marina Cornwall,F,Raw,,,Masters 2,43.9,47,62.5,50,115,227.5,3,320.82,459.41,Yes,England,CommonwealthPF,16/12/2011,England,Commonwealth Powerlifting Championships
Carole Taylor,F,Raw,,,Masters 2,56.25,57,92.5,50,140,282.5,1,331.23,511.9,Yes,England,CommonwealthPF,16/12/2011,England,Commonwealth Powerlifting Championships
